5.25375e-05, 
3.03045, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
1.41837, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.866575, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.68459, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.211421, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.380677, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.325505, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
1.81969, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.458739, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
1.02263, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.106147, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
1.41154, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.0225957, 
5.25375e-05, 
5.25375e-05, 
0.150221, 
5.25375e-05, 
