2.50798, 
2.44735, 
-0.00120488, 
-0.00120488, 
3.71553, 
-0.00120488, 
5.88315, 
-0.00120488, 
94.3065, 
-0.00120488, 
-0.00120488, 
3.57389, 
-0.00120488, 
1.79565, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
1.24772, 
15.8943, 
-0.00120488, 
-0.00120488, 
0.177461, 
-0.00120488, 
1.18881, 
-0.00120488, 
-0.00120488, 
1.18319, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
5.89096, 
0.690953, 
-0.00120488, 
-0.00120488, 
22.5905, 
-0.00120488, 
1.82883, 
0.145626, 
6.2303, 
-0.00120488, 
0.136931, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
0.555022, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
6.42472, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
16.0978, 
0.0832958, 
-0.00120488, 
2.11014, 
9.59012, 
-0.00120488, 
-0.00120488, 
0.359062, 
-0.00120488, 
173.046, 
6.28416, 
12.5516, 
2.02908, 
-0.00120488, 
0.389156, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
5.24164, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
1.50005, 
-0.00120488, 
-0.00120488, 
2.59358, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
1.60127, 
-0.00120488, 
6.29813, 
3.33991, 
-0.00120488, 
3.34661, 
-0.00120488, 
-0.00120488, 
4.58933, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
29.6585, 
-0.00120488, 
51.78, 
2.56308, 
4.27987, 
58.5323, 
-0.00120488, 
0.236836, 
4.45003, 
0.305831, 
-0.00120488, 
1.83985, 
-0.00120488, 
-0.00120488, 
1.66935, 
-0.00120488, 
-0.00120488, 
11.2688, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
0.0547064, 
-0.00120488, 
50.9403, 
2.99196, 
-0.00120488, 
1.78952, 
109.228, 
5.5484, 
12.695, 
4.7061, 
18.1996, 
0.596756, 
3.36621, 
-0.00120488, 
0.758968, 
455.005, 
-0.00120488, 
0.183978, 
-0.00120488, 
-0.00120488, 
1.09464, 
21.3555, 
-0.00120488, 
0.722033, 
-0.00120488, 
28.3735, 
1.04293, 
347.907, 
-0.00120488, 
0.698978, 
-0.00120488, 
1.86606, 
1.0846, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
1.55701, 
1.09317, 
3.72924, 
-0.00120488, 
1.66328, 
134.153, 
-0.00120488, 
-0.00120488, 
0.381868, 
3.23394, 
0.820167, 
-0.00120488, 
0.382156, 
-0.00120488, 
0.940488, 
0.387205, 
11.2823, 
-0.00120488, 
10.3087, 
-0.00120488, 
0.579031, 
1.34957, 
7.86599, 
-0.00120488, 
-0.00120488, 
7.42799, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
0.129125, 
-0.00120488, 
1.46619, 
1.22974, 
-0.00120488, 
3.89778, 
0.477051, 
-0.00120488, 
-0.00120488, 
8.33748, 
-0.00120488, 
3.64461, 
-0.00120488, 
1.14752, 
3.28636, 
-0.00120488, 
1.6605, 
-0.00120488, 
3.43131, 
-0.00120488, 
-0.00120488, 
4.96386, 
-0.00120488, 
-0.00120488, 
2.12874, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
8.16969, 
-0.00120488, 
2.15527, 
3.4076, 
2.13823, 
2.83871, 
-0.00120488, 
0.894991, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
0.632337, 
7.38482, 
0.910356, 
2.9952, 
3.33325, 
0.391934, 
1.7769, 
1.12431, 
-0.00120488, 
8.72565, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
0.135445, 
0.380797, 
0.455169, 
-0.00120488, 
2.57124, 
-0.00120488, 
-0.00120488, 
1.47977, 
5.23314, 
-0.00120488, 
-0.00120488, 
0.480347, 
3.33555, 
-0.00120488, 
1.52579, 
-0.00120488, 
-0.00120488, 
1.95633, 
2.57244, 
-0.00120488, 
-0.00120488, 
2.34186, 
1.14222, 
-0.00120488, 
14.8782, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
0.476545, 
-0.00120488, 
4.02962, 
39.1655, 
3.45523, 
-0.00120488, 
1.77889, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
0.933669, 
-0.00120488, 
0.5838, 
0.379383, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
4.45281, 
0.645972, 
-0.00120488, 
2.0482, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
3.20719, 
81.2203, 
0.416002, 
-0.00120488, 
3.70232, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
2.11915, 
-0.00120488, 
-0.00120488, 
0.160932, 
-0.00120488, 
-0.00120488, 
0.656353, 
-0.00120488, 
-0.00120488, 
0.433479, 
3.38457, 
-0.00120488, 
4.8186, 
5.05417, 
-0.00120488, 
8.99758, 
2.32463, 
-0.00120488, 
0.781396, 
82.3115, 
-0.00120488, 
145.455, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
1.16071, 
-0.00120488, 
-0.00120488, 
-0.00120488, 
