-5.50692e-05, 
2.61034, 
12.3122, 
3.58956, 
-5.50692e-05, 
11.1057, 
2.24607, 
24.7808, 
112.843, 
0.445034, 
1.93203, 
-5.50692e-05, 
0.786816, 
21.8966, 
5.63965, 
22.3833, 
3.00902, 
9.70863, 
11.4434, 
3.02605, 
59.3097, 
18.4917, 
1.26836, 
9.29431, 
1.86738, 
3.94068, 
0.543289, 
0.0677005, 
0.0512409, 
1.19796, 
1.44855, 
90.3267, 
5.01658, 
0.387154, 
2.27351, 
-5.50692e-05, 
-5.50692e-05, 
119.997, 
0.210444, 
0.903131, 
0.023688, 
1.23597, 
0.0593895, 
9.51355, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
0.974216, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
3.7501, 
2.12819, 
2.64294, 
-5.50692e-05, 
42.5179, 
0.938088, 
3.25753, 
7.77068, 
-5.50692e-05, 
1.35143, 
-5.50692e-05, 
0.329998, 
11.7233, 
4.02237, 
4.38227, 
1.67376, 
2.48047, 
3.54887, 
1.50831, 
9.71424, 
7.53544, 
0.808279, 
8.38769, 
3.61075, 
1.60091, 
-5.50692e-05, 
2.55353, 
0.133319, 
0.118905, 
1.21264, 
17.4712, 
2.37124, 
1.58947, 
2.83767, 
-5.50692e-05, 
0.633901, 
120.994, 
-5.50692e-05, 
0.563959, 
2.74286, 
1.20098, 
-5.50692e-05, 
9.37848, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
0.592946, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
3.72176, 
10.2401, 
6.81295, 
-5.50692e-05, 
15.8442, 
1.36837, 
10.8477, 
18.8947, 
2.17311, 
1.70367, 
-5.50692e-05, 
0.667761, 
5.12718, 
5.69666, 
4.6869, 
2.40622, 
14.152, 
4.04106, 
2.70254, 
20.7006, 
28.5699, 
1.60358, 
5.63605, 
4.12621, 
1.79291, 
-5.50692e-05, 
0.586232, 
2.34115, 
0.678353, 
1.56577, 
28.143, 
5.8551, 
2.71541, 
2.86549, 
-5.50692e-05, 
0.734819, 
47.2604, 
1.08672, 
1.52916, 
0.910739, 
1.46732, 
-5.50692e-05, 
14.8127, 
-5.50692e-05, 
0.355637, 
0.385003, 
3.98407, 
-5.50692e-05, 
0.398079, 
-5.50692e-05, 
-5.50692e-05, 
0.0355241, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
0.169012, 
-5.50692e-05, 
3.02104, 
21.0632, 
17.9448, 
-5.50692e-05, 
0.873949, 
1.40887, 
33.3031, 
68.1845, 
2.91793, 
1.12335, 
-5.50692e-05, 
0.60422, 
2.5684, 
3.54118, 
5.11215, 
1.73725, 
1.64779, 
12.9822, 
1.54128, 
17.0719, 
24.2513, 
3.24351, 
49.2901, 
2.05828, 
1.22128, 
-5.50692e-05, 
1.05303, 
0.123791, 
-5.50692e-05, 
0.682047, 
87.6502, 
1.66469, 
-5.50692e-05, 
1.74299, 
-5.50692e-05, 
-5.50692e-05, 
4.78475, 
1.6354, 
2.44682, 
-5.50692e-05, 
1.13823, 
-5.50692e-05, 
13.5644, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
0.113021, 
-5.50692e-05, 
0.138297, 
-5.50692e-05, 
-5.50692e-05, 
2.1149, 
-5.50692e-05, 
-5.50692e-05, 
0.357237, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
5.84174, 
2.22362, 
4.37456, 
-5.50692e-05, 
1.42479, 
1.04779, 
86.0231, 
24.5196, 
6.55371, 
1.83382, 
0.508335, 
0.876392, 
19.4413, 
6.29599, 
7.67433, 
1.54767, 
2.68794, 
2.90053, 
1.83935, 
19.3311, 
3.03073, 
115.927, 
2.94737, 
2.73115, 
1.13153, 
-6.64006e-05, 
-7.91679e-05, 
0.694522, 
0.974774, 
1.17492, 
12.9821, 
1.54378, 
0.986697, 
2.69022, 
-7.39583e-05, 
0.017426, 
4.32008, 
0.592753, 
0.563725, 
1.17523, 
0.821485, 
-5.50692e-05, 
89.0542, 
-5.50692e-05, 
0.988727, 
-5.50692e-05, 
0.106235, 
1.27536, 
-7.05162e-05, 
-5.50692e-05, 
-6.26683e-05, 
-7.99674e-05, 
-5.77193e-05, 
-5.50692e-05, 
-5.7892e-05, 
-7.3286e-05, 
-5.71263e-05, 
-5.50692e-05, 
3.0371, 
2.59777, 
2.04901, 
-5.50692e-05, 
0.693912, 
1.06126, 
278.597, 
32.3369, 
5.20312, 
1.41674, 
-5.50692e-05, 
1.06998, 
80.857, 
5.83861, 
90.8532, 
1.39058, 
3.62412, 
2.74247, 
1.53678, 
41.5804, 
2.13459, 
151.481, 
4.86204, 
1.85093, 
0.602216, 
-5.50692e-05, 
0.149623, 
1.25413, 
0.445098, 
0.657269, 
6.1923, 
-5.50692e-05, 
0.370362, 
2.11299, 
-5.50692e-05, 
-5.78711e-05, 
3.76127, 
0.133581, 
-5.50692e-05, 
-5.50692e-05, 
1.12756, 
-5.50692e-05, 
301.34, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-6.02018e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
4.42356, 
2.53337, 
3.10083, 
-5.50692e-05, 
0.858672, 
0.573812, 
18.3215, 
7.84885, 
1.11999, 
1.10836, 
-5.50692e-05, 
0.983073, 
3.46494, 
3.71645, 
4.93133, 
1.01391, 
1.92918, 
2.13757, 
1.5445, 
6.4172, 
2.38708, 
21.3214, 
9.30424, 
2.23775, 
1.03204, 
-5.50692e-05, 
0.745912, 
-5.50692e-05, 
0.969007, 
0.591628, 
4.27953, 
0.294956, 
0.951703, 
1.99163, 
-5.50692e-05, 
-5.50692e-05, 
3.29137, 
-5.50692e-05, 
0.445632, 
-5.50692e-05, 
0.77351, 
-5.50692e-05, 
13.3138, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
4.66498, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
3.20757, 
1.85684, 
3.01801, 
-5.50692e-05, 
0.29288, 
0.124009, 
15.9924, 
28.0424, 
-5.50692e-05, 
0.493327, 
-5.50692e-05, 
0.78628, 
4.36579, 
4.18985, 
5.68974, 
0.794236, 
1.48164, 
2.59234, 
1.5481, 
18.4061, 
2.34416, 
3.38041, 
0.486628, 
1.85719, 
0.718993, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
4.45608, 
0.361542, 
0.551811, 
1.22529, 
-5.50692e-05, 
-5.50692e-05, 
2.02822, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
522.347, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
1.12525, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
-5.50692e-05, 
