-0.000199407, 
1.36755, 
-0.000227422, 
1.12649, 
-0.000226587, 
3.23885, 
-0.000566334, 
1.0544, 
0.580569, 
2.28791, 
-0.000245422, 
0.364981, 
2.69163, 
21.1838, 
13.1326, 
0.0141107, 
-0.000537664, 
3.36039, 
14.9557, 
-0.000473589, 
0.975579, 
-0.000293493, 
-9.4831e-05, 
4.3921, 
-0.000472516, 
-0.00036186, 
17.9952, 
1.0933, 
9.29832e-06, 
2.46931, 
3.24341, 
-0.000489146, 
-0.000254124, 
-0.000275403, 
4.04781, 
0.869043, 
2.21389, 
-0.000748307, 
-0.000288039, 
-0.000864089, 
3.40351, 
-0.00012812, 
0.417899, 
18.6869, 
-0.000407666, 
2.12434, 
8.21595, 
0.151869, 
0.853167, 
1.52139, 
1.83312, 
0.0321272, 
0.976189, 
-0.000458807, 
0.295681, 
-0.000473171, 
7.21514e-05, 
1.26756, 
-0.000145167, 
-0.000360757, 
-5.08726e-05, 
-0.000319719, 
0.414466, 
0.115138, 
2.18899, 
-0.000232726, 
1.19148, 
5.36432, 
6.1925, 
2.60145, 
-0.00419691, 
-0.000679046, 
-0.00118527, 
1.04743, 
-0.000241965, 
2.16094, 
0.0382524, 
0.00027138, 
2.80055, 
5.03626, 
-0.000315875, 
0.190466, 
-0.0004206, 
2.63949, 
0.000340492, 
44.6793, 
-0.000293165, 
-0.000367254, 
1.87659, 
0.462615, 
0.294226, 
-0.00101414, 
0.110107, 
4.54977, 
1.06693, 
0.076805, 
0.532234, 
0.468952, 
-8.04365e-05, 
0.565016, 
0.00920826, 
0.000304759, 
4.27278, 
-0.000472844, 
-0.000422269, 
1.25567, 
-0.000828058, 
30.1545, 
2.39046, 
0.956226, 
8.13131, 
0.00882468, 
-0.000120431, 
0.438259, 
1.09115, 
2.39636, 
2.65265, 
-0.000513107, 
0.16982, 
-0.000504047, 
5.85914e-05, 
0.277673, 
44.0631, 
-0.000285387, 
0.000265539, 
-0.000467718, 
-0.000658602, 
2.18764, 
-0.000525802, 
1.18119, 
-0.00042218, 
0.46673, 
-1.20103e-05, 
1.43043, 
0.312608, 
0.618977, 
2.64514, 
0.00240681, 
0.543897, 
5.82275, 
-0.000292301, 
18.5544, 
3.0746, 
0.268554, 
-0.000324011, 
-0.000221759, 
0.0253405, 
1.47347, 
-0.000150919, 
2.18451e-05, 
1.60448, 
-0.000452787, 
0.650277, 
1.3547, 
0.667396, 
3.17154, 
-0.000365943, 
1.3036, 
5.26855, 
0.164361, 
-0.000332564, 
0.862809, 
1.01344, 
0.441481, 
0.000164747, 
0.154779, 
0.559049, 
41.7483, 
3.87043, 
-0.000405401, 
0.427345, 
0.504384, 
-0.000314713, 
10.058, 
-0.000344962, 
0.0116844, 
3.78658, 
0.32392, 
4.64882, 
-0.000291497, 
20.5459, 
1.39226, 
167.908, 
-0.000309855, 
10.3128, 
-0.00020206, 
0.000142068, 
21.4077, 
-0.000763088, 
-0.000641435, 
-0.000435174, 
-0.000383377, 
-0.000303239, 
1.41316, 
-0.000567287, 
0.343043, 
1.85744, 
-0.00039494, 
1.36472, 
2.90081, 
7.13837, 
-0.00134763, 
0.930408, 
0.138144, 
0.755017, 
24.2041, 
0.420373, 
-0.000247866, 
0.00102255, 
1.05936, 
4.96911, 
1.48573, 
0.0480326, 
0.0234388, 
-0.00051865, 
-0.000501335, 
0.0182042, 
0.654535, 
2.15231, 
2.97842, 
-0.000556797, 
-0.00145683, 
0.0577892, 
-0.000624001, 
-0.000351697, 
5.56031, 
1.62731, 
-0.000313729, 
-0.000389189, 
1.09495, 
-0.000308812, 
-0.000650823, 
170.049, 
4.27073, 
0.826122, 
-0.000241071, 
2.9461, 
2.8965, 
0.0254621, 
2.13769, 
0.828057, 
-0.000436276, 
2.1011, 
-0.000645608, 
-0.00104627, 
11.826, 
0.828153, 
81.4992, 
0.521227, 
0.120608, 
-0.000297993, 
-0.000500292, 
-5.94854e-05, 
-0.000179321, 
-0.000262231, 
0.0950669, 
0.753043, 
3.09348e-05, 
0.780389, 
-0.00142804, 
-0.000157535, 
245.411, 
-0.0018923, 
1.88207, 
3.71473, 
23.4948, 
1.70645, 
231.909, 
0.679548, 
103.297, 
-0.000635266, 
-0.000715852, 
-0.000305027, 
0.208601, 
0.300179, 
15.0864, 
-0.000186414, 
1.25978, 
0.360612, 
-0.000526756, 
13.9774, 
1.52808, 
-0.000247836, 
3.10678, 
-0.000148207, 
-0.000418037, 
1.54049, 
-0.000347227, 
-5.51939e-05, 
0.754438, 
1.05153, 
0.927768, 
-0.000450522, 
0.00508538, 
0.266694, 
0.981126, 
-0.000362605, 
-0.00227752, 
-0.000687629, 
-0.000199467, 
8.45328, 
1.86359, 
-0.000360876, 
2.54011, 
0.833037, 
4.28555, 
0.68605, 
44.6194, 
-0.000586569, 
1.37184, 
1.60133, 
-0.000620157, 
-0.000549018, 
-0.000168055, 
36.2712, 
0.000355184, 
81.2079, 
-0.00054726, 
-0.000274569, 
17.3533, 
50.1562, 
2.21223, 
-0.000649363, 
1.73592, 
58.4049, 
7.43997, 
-0.000332743, 
1.75041, 
0.0749024, 
1.81449, 
0.125845, 
0.109543, 
0.014441, 
17.3215, 
-0.000343829, 
-0.000626355, 
-0.000369281, 
0.261798, 
-0.000401169, 
-3.71933e-05, 
0.471158, 
0.00022462, 
0.766531, 
4.00682, 
2.83195, 
0.758865, 
2.5806, 
-0.000351906, 
0.452035, 
2.09258, 
-0.000231087, 
-0.000385851, 
0.0054622, 
22.1396, 
17.465, 
-0.000594914, 
0.4166, 
2.48408, 
0.000259906, 
-4.80115e-05, 
0.424513, 
1.54372, 
1.43427, 
1.72806, 
0.000173271, 
91.5287, 
1.37655, 
5.05745e-05, 
23.0847, 
2.35327, 
7.02739e-05, 
-0.000518173, 
-0.000376761, 
-0.000455767, 
1.19356, 
2.62523, 
1.88042, 
1.09719, 
-0.00045681, 
0.849118, 
-0.000642031, 
-0.00032267, 
0.809539, 
-0.000702411, 
2.419, 
0.769646, 
0.00158453, 
87.8426, 
4.97401e-05, 
4.3149, 
-0.000555158, 
-0.000292033, 
0.255333, 
90.6307, 
0.00300106, 
-0.000248343, 
-0.000274926, 
-0.000945151, 
0.0200993, 
15.3077, 
-0.000581086, 
0.145562, 
-0.000728428, 
6.1871, 
-0.000258535, 
-0.000279278, 
-0.000121087, 
-0.00114968, 
357.451, 
0.162872, 
1.43306, 
-0.000258744, 
-0.000465691, 
271.861, 
1.58979, 
0.0115059, 
4.01757, 
29.8123, 
-0.00269845, 
0.723109, 
-0.00039044, 
2.9963, 
302.898, 
-0.00031966, 
12.146, 
2.12522, 
-5.1856e-05, 
-0.000536919, 
2.14668, 
0.531747, 
2.703, 
0.00630912, 
63.0017, 
-0.000114202, 
-0.000123173, 
0.676145, 
1.8469, 
-2.74777e-05, 
-9.2417e-05, 
0.318285, 
2.41338, 
0.397311, 
-0.000266522, 
7.13783, 
2.18769, 
3.67776, 
-0.000246733, 
-0.00247845, 
6.16014e-05, 
-0.0004206, 
7.0239, 
0.335716, 
-0.00052616, 
