6.14539e-06, 
1.46217, 
-3.6142e-05, 
1.04598, 
-5.34857e-05, 
3.49208, 
1.68419e-05, 
0.809857, 
0.988237, 
1.62982, 
1.06242e-05, 
0.174379, 
2.76363, 
20.6662, 
13.1111, 
0.0196257, 
1.6923e-05, 
3.11132, 
18.285, 
-1.24362e-07, 
0.867662, 
1.91567e-05, 
1.17244e-05, 
4.33374, 
5.38769e-05, 
-1.98806e-05, 
17.2712, 
0.952201, 
-3.34539e-05, 
3.09953, 
3.51383, 
-3.27826e-05, 
5.45693e-05, 
1.84386e-05, 
3.81767, 
0.589585, 
2.48354, 
-0.000173779, 
6.52439e-05, 
1.73218e-05, 
4.2581, 
-2.22411e-05, 
0.100725, 
15.6734, 
1.71714e-05, 
2.25229, 
7.45182, 
5.41736e-05, 
0.978286, 
1.75587, 
1.67997, 
-5.05183e-06, 
0.841236, 
-2.6608e-06, 
0.155617, 
-1.55933e-05, 
-1.36334e-05, 
1.07791, 
-4.00846e-05, 
4.94384e-05, 
-1.09099e-06, 
-1.76856e-06, 
0.206903, 
0.0894977, 
2.19818, 
-1.6775e-05, 
1.84292, 
6.39599, 
6.43303, 
2.76806, 
2.74533e-05, 
6.6946e-06, 
0.137225, 
0.898952, 
1.72056e-05, 
2.25444, 
8.37339e-05, 
1.15466e-05, 
2.70353, 
5.17441, 
-1.01511e-05, 
0.0832467, 
2.98675e-05, 
2.58682, 
-2.77815e-05, 
45.3897, 
5.58729e-05, 
5.44778e-05, 
2.29888, 
0.0546194, 
0.609035, 
5.71521e-05, 
0.151494, 
4.47089, 
1.05674, 
6.77177e-05, 
0.211719, 
0.279389, 
5.45773e-05, 
0.436975, 
-3.27984e-06, 
2.92123e-05, 
4.6199, 
5.08797e-06, 
5.90671e-05, 
1.33324, 
-7.13245e-05, 
29.2831, 
2.24386, 
0.966478, 
7.33709, 
5.5801e-05, 
1.29345e-06, 
0.453787, 
0.839882, 
2.84675, 
2.60538, 
4.73923e-05, 
0.000115036, 
5.95895e-05, 
5.64582e-06, 
0.155348, 
47.3078, 
-2.94249e-05, 
9.86667e-05, 
5.01098e-06, 
1.98204e-05, 
2.70458, 
0.00229135, 
1.33243, 
0.225104, 
0.41828, 
5.48459e-05, 
1.51373, 
4.27088e-05, 
0.487311, 
2.58725, 
0.138371, 
0.272788, 
6.02703, 
5.0512e-05, 
18.2185, 
3.64865, 
4.05699e-05, 
-3.99703e-05, 
9.52627e-05, 
0.0788437, 
1.79038, 
-3.3078e-06, 
5.42871e-05, 
1.44588, 
1.45005e-05, 
0.761703, 
1.63273, 
0.533108, 
3.6779, 
2.66611e-05, 
1.25227, 
5.42659, 
0.0240247, 
-1.71345e-05, 
0.830503, 
1.04595, 
0.501273, 
7.93902e-05, 
0.000121073, 
0.299742, 
40.656, 
4.02568, 
1.77836e-05, 
0.358071, 
0.348162, 
6.12107e-05, 
10.1358, 
-2.5527e-05, 
0.000941044, 
4.04993, 
0.399858, 
5.03043, 
0.000905785, 
22.7387, 
1.74095, 
165.856, 
-1.16303e-05, 
13.0987, 
-1.47916e-05, 
3.74607e-05, 
21.5308, 
6.17379e-05, 
7.47204e-06, 
7.2937e-05, 
-4.66503e-06, 
7.98185e-06, 
1.4285, 
2.17955e-05, 
0.435609, 
1.68565, 
3.13146e-06, 
1.11637, 
3.58648, 
6.74427, 
8.49032e-05, 
0.988582, 
0.247616, 
0.330989, 
25.171, 
-0.000449892, 
4.97676e-05, 
5.60169e-05, 
1.26928, 
5.2596, 
1.48079, 
5.25118e-05, 
1.49963e-05, 
-3.1776e-06, 
5.77649e-05, 
2.51025e-05, 
0.774705, 
1.958, 
2.70957, 
-6.284e-06, 
2.28519e-05, 
6.90778e-06, 
-3.06757e-05, 
2.74595e-05, 
5.77076, 
0.975091, 
6.47381e-05, 
3.57968e-05, 
0.756757, 
3.04136e-05, 
1.25245e-05, 
163.468, 
4.68165, 
0.689018, 
4.78868e-05, 
3.27761, 
3.11868, 
0.0995974, 
2.06904, 
0.525634, 
4.05832e-05, 
1.36235, 
-0.000298713, 
0.00519268, 
6.65851, 
0.425143, 
81.0484, 
0.454634, 
7.09647e-05, 
