4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.780255, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.735175, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.755426, 
1.26699, 
4.325e-06, 
4.325e-06, 
0.655315, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.864257, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.121383, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.649178, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.152264, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.161287, 
4.325e-06, 
4.325e-06, 
4.52131, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
0.666464, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
4.325e-06, 
