5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.706464, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
1.41012, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.180435, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.471545, 
0.91771, 
5.25375e-05, 
5.25375e-05, 
0.886304, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
1.28313, 
0.49558, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.0497773, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
1.17731, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.325604, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.0245724, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
4.23745, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.0606897, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.197371, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.486282, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.911992, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.271682, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.339161, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.899317, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
1.06592, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
0.0254336, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
2.79098, 
5.25375e-05, 
5.25375e-05, 
3.96548, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
5.25375e-05, 
2.14846, 
2.93802, 
4.3547, 
4.14045, 
7.66696, 
6.69496, 
5.7978, 
5.84571, 
2.0926, 
2.4648, 
2.09908, 
4.35825, 
5.13179, 
5.65354, 
4.15367, 
3.57542, 
1.98911, 
1.97358, 
1.57625, 
1.55835, 
3.15756, 
2.1541, 
4.08682, 
3.29342, 
3.46821, 
1.25909, 
1.84179, 
2.8333, 
4.27492, 
4.77986, 
9.14483, 
5.54267, 
5.33614, 
2.78324, 
2.26179, 
3.07775, 
3.99828, 
5.94309, 
6.48015, 
7.06105, 
5.20045, 
6.67139, 
2.53998, 
2.03096, 
1.81978, 
3.23975, 
3.35775, 
4.21479, 
3.8554, 
3.56557, 
1.3124, 
1.70167, 
2.9179, 
1.85099, 
2.92386, 
7.00018, 
3.45966, 
3.10763, 
3.17501, 
1.85615, 
2.69464, 
9.26853, 
5.20955, 
7.51443, 
5.25375e-05, 
4.77048, 
4.89814, 
2.2808, 
2.83169, 
4.05073, 
3.80301, 
4.35358, 
4.98076, 
4.95429, 
5.04468, 
11.6635, 
2.73908, 
3.39504, 
3.46216, 
5.47089, 
10.113, 
5.49225, 
4.70552, 
4.86457, 
2.09883, 
1.68147, 
2.90836, 
5.64533, 
4.57532, 
5.73616, 
9.1807, 
5.05893, 
5.29694, 
2.59295, 
1.95195, 
2.67254, 
3.47308, 
3.41024, 
4.4651, 
4.06861, 
4.74813, 
1.77664, 
3.95761, 
2.05252, 
1.92862, 
2.76951, 
2.86725, 
5.92185, 
2.91226, 
8.50513, 
1.91773, 
2.42525, 
1.80972, 
2.48304, 
3.32944, 
5.07681, 
2.4551, 
4.55675, 
2.16541, 
2.76887, 
2.61254, 
3.36857, 
4.27565, 
7.53899, 
8.08521, 
5.30007, 
5.8328, 
3.14299, 
4.1511, 
4.31145, 
6.23187, 
7.16294, 
12.1668, 
6.60923, 
6.18273, 
2.91381, 
2.41421, 
2.80907, 
4.81965, 
6.93639, 
6.10352, 
9.04879, 
5.6022, 
6.15939, 
1.91283, 
2.08111, 
3.91564, 
4.00249, 
4.98876, 
3.77913, 
3.81839, 
4.97824, 
1.97304, 
2.90196, 
2.01498, 
2.9297, 
2.97935, 
3.93398, 
4.89782, 
5.12031, 
4.05539, 
1.49721, 
2.97033, 
2.23288, 
3.61825, 
5.28326, 
4.56307, 
3.68975, 
4.36031, 
1.86679, 
3.09354, 
1.88499, 
2.54251, 
4.94576, 
4.9902, 
7.09649, 
5.4902, 
7.56749, 
1.40513, 
10.6225, 
2.42696, 
2.84146, 
24.343, 
3.45658, 
3.82637, 
2.91052, 
2.05986, 
1.14513, 
2.73414, 
1.765, 
5.21949, 
9.56439, 
2.67848, 
1.82702, 
1.87083, 
0.510787, 
1.94324, 
2.10596, 
1.78796, 
4.86933, 
1.91999, 
6.00143, 
1.56357, 
1.7362, 
0.606531, 
2.04881, 
9.75669, 
15.4472, 
15.4668, 
4.71809, 
