0.000646748, 
1.30499, 
0.000697064, 
0.981764, 
0.000637288, 
3.63724, 
0.00054555, 
0.68866, 
0.830418, 
1.82906, 
0.00067473, 
0.399154, 
2.62655, 
19.6411, 
12.8158, 
0.000679129, 
0.000597056, 
3.21549, 
16.7226, 
0.000634469, 
0.785456, 
0.000618, 
0.000679528, 
4.18755, 
0.000612617, 
0.000694784, 
16.5212, 
1.06929, 
0.000612401, 
3.05438, 
3.37641, 
0.00062251, 
0.000662041, 
0.000623208, 
4.0029, 
0.499961, 
2.59119, 
0.000692393, 
0.000637893, 
0.000674785, 
4.29866, 
0.000668111, 
0.0797365, 
15.7834, 
0.000602878, 
2.26676, 
7.85201, 
0.000658699, 
0.935663, 
1.70259, 
2.08344, 
0.0006734, 
0.917926, 
0.000632009, 
0.00069785, 
0.000677627, 
0.000607677, 
1.17201, 
0.000654951, 
0.000616922, 
0.000644089, 
0.000623865, 
0.268677, 
0.121943, 
2.034, 
0.000592823, 
1.59612, 
6.34337, 
5.96346, 
2.85602, 
0.000659759, 
0.000589786, 
0.156122, 
0.886435, 
0.000572688, 
2.12425, 
0.000712861, 
0.000679478, 
2.78799, 
5.53828, 
0.000599999, 
0.089077, 
0.0006211, 
2.46994, 
0.000653902, 
45.633, 
0.000686758, 
0.000691499, 
2.35663, 
0.386888, 
0.401651, 
0.000724648, 
0.22568, 
4.49159, 
1.18083, 
0.000674111, 
0.218453, 
0.40783, 
0.000648766, 
0.416993, 
0.000636845, 
0.000637249, 
4.63745, 
0.000593063, 
0.000639173, 
1.39453, 
0.000687315, 
31.6137, 
2.42305, 
0.730353, 
7.83255, 
0.000675584, 
0.000593641, 
0.236736, 
0.873868, 
2.45625, 
2.70382, 
0.000644265, 
0.0883404, 
0.000641381, 
0.000622665, 
0.0574689, 
43.8908, 
0.00055367, 
0.000703714, 
0.000635636, 
0.000630992, 
2.68547, 
0.00071638, 
1.21483, 
0.323819, 
0.656653, 
0.000622197, 
1.51066, 
0.00354293, 
0.245246, 
2.56813, 
0.191014, 
0.0716611, 
6.02594, 
0.000677932, 
19.4983, 
3.7387, 
0.000671764, 
0.000651118, 
0.000674561, 
0.267267, 
1.76677, 
0.00060683, 
0.000645631, 
1.43105, 
0.000603216, 
0.660267, 
1.59927, 
0.534058, 
3.57692, 
0.000674156, 
1.41376, 
5.44335, 
0.450899, 
0.000652157, 
0.803782, 
1.02252, 
0.389683, 
0.000668294, 
0.00460143, 
0.178534, 
41.0997, 
3.9713, 
0.000641901, 
0.251114, 
0.593082, 
0.000649286, 
11.004, 
0.000605156, 
0.00066341, 
4.20894, 
0.358528, 
4.89985, 
0.000656674, 
20.9018, 
1.78285, 
162.064, 
0.000606287, 
12.1443, 
0.000631923, 
0.000671926, 
20.6718, 
0.000680622, 
0.000627271, 
0.000609344, 
0.000610571, 
0.000641109, 
1.67783, 
0.000617862, 
0.351107, 
1.57244, 
0.000685701, 
1.2159, 
3.30897, 
6.77536, 
0.000702115, 
1.0328, 
0.0581978, 
0.193586, 
23.6381, 
0.0104551, 
0.000636451, 
0.00066522, 
1.13258, 
5.29982, 
1.32203, 
0.000638759, 
0.000703692, 
0.000655559, 
0.000637887, 
0.000677783, 
0.775829, 
2.0753, 
2.69367, 
0.000660471, 
0.000689508, 
0.000700731, 
0.000652698, 
0.000588841, 
5.49109, 
1.20142, 
0.000689173, 
0.000665713, 
0.717582, 
0.000600697, 
0.000697864, 
160.232, 
4.70617, 
0.817739, 
0.000591673, 
3.38723, 
3.22247, 
0.152153, 
2.09468, 
0.996334, 
0.000641541, 
1.64568, 
0.000614472, 
0.000729553, 
10.0546, 
0.322332, 
83.6143, 
0.311615, 
0.000633147, 
0.000576367, 
0.000620535, 
0.000696805, 
0.000639393, 
0.000626809, 
0.121256, 
0.225076, 
0.000690312, 
1.04667, 
0.00064102, 
0.000594287, 
246.03, 
0.000610421, 
2.06308, 
5.06032, 
21.4087, 
2.71463, 
240.309, 
0.942817, 
102.75, 
0.000590097, 
0.000626659, 
0.000668562, 
0.0814691, 
0.176333, 
15.6729, 
0.00063116, 
1.56839, 
0.469227, 
0.000688596, 
14.2832, 
1.56221, 
0.000606305, 
3.36533, 
0.000648998, 
0.000616653, 
1.96817, 
0.000648952, 
0.000692094, 
0.593141, 
1.09517, 
0.709118, 
0.000714956, 
0.000666101, 
0.00068453, 
1.00556, 
0.000654782, 
0.000591818, 
0.000694858, 
0.000574733, 
9.35404, 
2.25076, 
0.000643969, 
3.03661, 
1.12844, 
4.78949, 
0.614123, 
40.4888, 
0.000641714, 
1.12928, 
1.48793, 
0.000547495, 
0.000615186, 
0.000662767, 
36.526, 
0.000630001, 
72.8783, 
0.000608081, 
0.000633058, 
15.8433, 
52.6584, 
2.20981, 
0.000587369, 
1.877, 
59.6633, 
6.45277, 
0.000597908, 
1.64206, 
0.000731204, 
1.641, 
0.204183, 
0.000634248, 
0.0278022, 
16.9399, 
0.000602068, 
0.000673761, 
0.000637106, 
0.00952328, 
0.000702385, 
0.000596754, 
0.124155, 
0.000662222, 
0.98352, 
5.79534, 
2.7208, 
0.798407, 
3.21981, 
0.000632259, 
0.152139, 
2.11249, 
0.000645584, 
0.000702047, 
0.000678734, 
21.2426, 
16.7345, 
0.000632237, 
0.234267, 
2.48306, 
0.000717369, 
0.000631815, 
0.571666, 
1.47469, 
1.57588, 
2.04985, 
0.000689525, 
89.7501, 
1.55564, 
0.000681704, 
22.7603, 
2.0962, 
0.000641483, 
0.000563879, 
0.000643133, 
0.000572235, 
0.634409, 
2.47572, 
2.48107, 
1.11551, 
0.000574662, 
0.530504, 
0.000605018, 
0.000568397, 
0.371331, 
0.000683226, 
2.39484, 
0.688655, 
0.000654757, 
85.447, 
0.000665093, 
5.07028, 
0.000609311, 
0.000566905, 
0.411013, 
81.4721, 
0.0006722, 
0.000678123, 
0.000602724, 
0.000704688, 
0.000673541, 
16.5263, 
0.000753695, 
0.0765224, 
0.000679913, 
6.1403, 
0.000708643, 
0.000658226, 
0.000680364, 
0.000644291, 
352.626, 
0.000694946, 
1.89094, 
0.000693209, 
0.000644716, 
271.082, 
1.63742, 
0.000712651, 
4.18906, 
29.5101, 
0.000621421, 
0.315399, 
0.000656339, 
3.37325, 
301.696, 
0.000623545, 
11.3974, 
1.99918, 
0.000654556, 
0.000623873, 
2.222, 
0.113779, 
2.67179, 
0.000628268, 
61.3897, 
0.000607719, 
0.00068357, 
0.83458, 
1.82067, 
0.000625739, 
0.000662773, 
0.175665, 
2.58288, 
0.326188, 
0.000643405, 
7.16589, 
1.83341, 
4.03796, 
0.000666484, 
0.000684184, 
0.000621194, 
0.000658351, 
7.24287, 
0.287622, 
0.000585576, 
0.00178068, 
