-9.0488e-06, 
3.06247, 
10.1034, 
4.21918, 
-2.1205e-06, 
12.9392, 
1.62625, 
23.3422, 
115.408, 
0.797721, 
1.76627, 
-3.89285e-05, 
0.824115, 
27.9404, 
5.67371, 
28.6614, 
3.73556, 
9.76529, 
10.0745, 
2.26855, 
60.3831, 
27.8407, 
1.22933, 
11.4949, 
1.96631, 
4.36097, 
0.651053, 
0.30406, 
0.204561, 
1.02459, 
1.03922, 
86.6633, 
4.94471, 
0.912595, 
2.74332, 
-4.57473e-05, 
-3.45498e-05, 
118.146, 
0.342487, 
0.671324, 
-4.61503e-06, 
0.922854, 
0.389353, 
8.64396, 
-4.16061e-05, 
-2.03008e-05, 
-3.5313e-05, 
1.07583, 
-4.57473e-05, 
-2.97873e-05, 
-4.35132e-05, 
-4.57473e-05, 
-2.65534e-05, 
-2.8018e-05, 
-6.75106e-06, 
-4.57473e-05, 
-4.57473e-05, 
-4.37176e-05, 
-1.39774e-05, 
3.60406, 
2.50474, 
2.72377, 
-4.57473e-05, 
41.5937, 
1.02225, 
3.04603, 
7.95281, 
-3.00895e-05, 
1.12339, 
-4.57473e-05, 
0.246548, 
11.4739, 
3.68486, 
3.93503, 
1.33255, 
2.43749, 
3.11952, 
1.49764, 
8.84515, 
8.39857, 
0.685347, 
7.60733, 
4.09618, 
1.12854, 
-4.57473e-05, 
2.70399, 
-1.55712e-05, 
-3.00571e-05, 
0.910413, 
16.2253, 
2.18797, 
1.44771, 
2.71996, 
-4.57473e-05, 
0.551999, 
124.496, 
-1.47117e-05, 
-8.13972e-06, 
2.58853, 
1.02282, 
-4.57473e-05, 
8.17352, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
0.612927, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
-4.57473e-05, 
3.56965e-06, 
3.77999, 
6.89284, 
6.86419, 
0.309337, 
14.3068, 
1.03394, 
7.4443, 
15.5751, 
2.3279, 
1.82558, 
-7.13363e-06, 
0.878417, 
5.37143, 
4.8504, 
5.56408, 
2.9668, 
12.384, 
3.78922, 
4.11021, 
17.7856, 
22.2238, 
1.11193, 
5.65556, 
6.56865, 
1.03681, 
-3.42187e-05, 
0.668545, 
2.62507, 
0.416284, 
1.08065, 
22.8381, 
7.10418, 
2.6559, 
3.3717, 
-4.44064e-06, 
0.812454, 
